country,date,Fiscal Balance,GDP per capita,GDP,Unemployment Rate,Inflation,Population,CPI,bot,inflation,interest,liquidity,debt
Fiji,2020,,4703.57670791071,,16.6280002593994,-2.5952432588737,920422,-2.8169014085,-747.1,128.86,6.18,"1,079.92",
Fiji,2020,,4703.57670791071,,16.6280002593994,-2.5952432588737,920422,-2.8169014085,,,,,68.86
Fiji,2021,,4442.93260413278,,16.4689998626709,0.155855722131493,924610,2.9891304348,"-1,172.50",129.06,5.94,"1,516.00",
Fiji,2021,,4442.93260413278,,16.4689998626709,0.155855722131493,924610,2.9891304348,,,,,86.15
France,2018,-2.289,38259.6977698474,549759.38201908,9.2,1.85081508315494,67158348,101.75,"-32,200.79",,,,
France,2018,-2.289,38259.6977698474,549759.38201908,9.2,1.85081508315494,67158348,101.75,,108.84,,"66,103.29",80.44
France,2019,-3.065,38832.0242014303,561406.27797868,8.8,1.10825492288292,67388001,103.01,"-24,198.01",110.05,,"69,725.08",80.87
France,2020,-8.876,35712.0751986828,532192.71327444,8.2,0.476498852725083,67571107,104.54,"-44,968.94",110.57,,"76,114.12",92.98
France,2021,-6.430,38045.9021613006,540234.62682889,8.0,1.64233141038392,67749632,105.12,"-36,853.23",112.39,,"101,702.80",91.76
"Micronesia, Federated States of",2018,,2962.23858125628,0.2116583987,,1.79400375972253,110929,2.4918127404,,,,,
"Micronesia, Federated States of",2019,,2984.93012390233,1.2,,1.53907146098899,111379,1.3009441489,,,,,
"Micronesia, Federated States of",2020,,2913.21837338295,-1.8183024894,,0.550898203592806,112106,-0.3279715403,,,,,
Gabon,2018,,7694.90604516325,0.1094635,36.1310005187988,4.74906652083221,2192012,,,119.68,,"1,321.05",60.91
Gabon,2019,,7523.8622784598,0.1093846,35.976001739502,2.46456756151187,2242785,,,122.63,,"1,371.97",59.78
Gabon,2020,,6680.08267035383,0.1137353,38.5169982910156,1.17681176042119,2292573,,,124.29,,...,78.28
United Kingdom,2018,-2.159,47006.1429267683,462119.7,,2.29283990345939,143099892911.005,104.5,"-43,882.69",,,,
United Kingdom,2018,-2.159,47006.1429267683,462119.7,,2.29283990345939,143099892911.005,104.5,,117.58,,"159,871.95",84.41
United Kingdom,2018,,,,,,141032799465.929,,"-43,882.69",,,,
United Kingdom,2018,,,,,,141032799465.929,,,117.58,,"159,871.95",84.41
United Kingdom,2018,,,,,,144442259896.462,,"-43,882.69",,,,
United Kingdom,2018,,,,,,144442259896.462,,,117.58,,"159,871.95",84.41
United Kingdom,2018,,,,,,141686383802.395,,"-43,882.69",,,,
United Kingdom,2018,,,,,,141686383802.395,,,117.58,,"159,871.95",84.41
United Kingdom,2018,,,,,,145526814051.645,,"-43,882.69",,,,
United Kingdom,2018,,,,,,145526814051.645,,,117.58,,"159,871.95",84.41
United Kingdom,2018,,,,,,142966009408.044,,"-43,882.69",,,,
United Kingdom,2018,,,,,,142966009408.044,,,117.58,,"159,871.95",84.41
United Kingdom,2018,,,,,,140956075741.682,,"-43,882.69",,,,
United Kingdom,2018,,,,,,140956075741.682,,,117.58,,"159,871.95",84.41
United Kingdom,2018,,,,,,146434614025.11,,"-43,882.69",,,,
United Kingdom,2018,,,,,,146434614025.11,,,117.58,,"159,871.95",84.41
United Kingdom,2018,,,,,,141940438191.214,,"-43,882.69",,,,
United Kingdom,2018,,,,,,141940438191.214,,,117.58,,"159,871.95",84.41
United Kingdom,2018,,,,,,145295036563.98,,"-43,882.69",,,,
United Kingdom,2018,,,,,,145295036563.98,,,117.58,,"159,871.95",84.41
United Kingdom,2018,,,,,,155060280046.552,,"-43,882.69",,,,
United Kingdom,2018,,,,,,155060280046.552,,,117.58,,"159,871.95",84.41
United Kingdom,2018,,,,,,159871954949.434,,"-43,882.69",,,,
United Kingdom,2018,,,,,,159871954949.434,,,117.58,,"159,871.95",84.41
United Kingdom,2019,-2.209,47491.5945630059,470015.0,,1.73810460086511,161903837817.65,106.4,"-46,207.20",119.62,,"158,375.69",83.89
United Kingdom,2019,,,,,,156535841397.352,,"-46,207.20",119.62,,"158,375.69",83.89
United Kingdom,2019,,,,,,150377588724.465,,"-46,207.20",119.62,,"158,375.69",83.89
United Kingdom,2019,,,,,,153940259114.025,,"-46,207.20",119.62,,"158,375.69",83.89
United Kingdom,2019,,,,,,143313090215.124,,"-46,207.20",119.62,,"158,375.69",83.89
United Kingdom,2019,,,,,,146737058505.057,,"-46,207.20",119.62,,"158,375.69",83.89
United Kingdom,2019,,,,,,154147511546.514,,"-46,207.20",119.62,,"158,375.69",83.89
United Kingdom,2019,,,,,,152579968223.12,,"-46,207.20",119.62,,"158,375.69",83.89
United Kingdom,2019,,,,,,144183284451.684,,"-46,207.20",119.62,,"158,375.69",83.89
United Kingdom,2019,,,,,,160137898139.493,,"-46,207.20",119.62,,"158,375.69",83.89
United Kingdom,2019,,,,,,155089808522.594,,"-46,207.20",119.62,,"158,375.69",83.89
United Kingdom,2019,,,,,,158375688711.634,,"-46,207.20",119.62,,"158,375.69",83.89
United Kingdom,2020,-12.761,42098.7497835684,458804.7,,0.98948670377243,153576134878.052,108.3,"8,295.27",120.81,,"161,188.41",102.63
United Kingdom,2020,,,,,,150949431397.431,,"8,295.27",120.81,,"161,188.41",102.63
United Kingdom,2020,,,,,,154166576163.856,,"8,295.27",120.81,,"161,188.41",102.63
United Kingdom,2020,,,,,,156418086866.867,,"8,295.27",120.81,,"161,188.41",102.63
United Kingdom,2020,,,,,,157193081759.707,,"8,295.27",120.81,,"161,188.41",102.63
United Kingdom,2020,,,,,,155407540026.542,,"8,295.27",120.81,,"161,188.41",102.63
United Kingdom,2020,,,,,,158234044397.862,,"8,295.27",120.81,,"161,188.41",102.63
United Kingdom,2020,,,,,,157126048980.444,,"8,295.27",120.81,,"161,188.41",102.63
United Kingdom,2020,,,,,,150461370877.343,,"8,295.27",120.81,,"161,188.41",102.63
United Kingdom,2020,,,,,,153225958963.515,,"8,295.27",120.81,,"161,188.41",102.63
United Kingdom,2020,,,,,,161108143201.823,,"8,295.27",120.81,,"161,188.41",102.63
United Kingdom,2020,,,,,,161188410120.185,,"8,295.27",120.81,,"161,188.41",102.63
United Kingdom,2021,-7.985,45101.536026388,,,2.51837109614205,154989456246.086,109.3,"-38,563.65",123.85,,"176,024.00",102.97
United Kingdom,2021,,,,,,153876667595.11,,"-38,563.65",123.85,,"176,024.00",102.97
United Kingdom,2021,,,,,,154220474663.911,,"-38,563.65",123.85,,"176,024.00",102.97
United Kingdom,2021,,,,,,154415134440.787,,"-38,563.65",123.85,,"176,024.00",102.97
United Kingdom,2021,,,,,,152301905167.645,,"-38,563.65",123.85,,"176,024.00",102.97
United Kingdom,2021,,,,,,149929821627.598,,"-38,563.65",123.85,,"176,024.00",102.97
United Kingdom,2021,,,,,,151378810768.585,,"-38,563.65",123.85,,"176,024.00",102.97
United Kingdom,2021,,,,,,174061397625.754,,"-38,563.65",123.85,,"176,024.00",102.97
United Kingdom,2021,,,,,,175878798003.056,,"-38,563.65",123.85,,"176,024.00",102.97
United Kingdom,2021,,,,,,174753479796.724,,"-38,563.65",123.85,,"176,024.00",102.97
United Kingdom,2021,,,,,,175058294888.743,,"-38,563.65",123.85,,"176,024.00",102.97
United Kingdom,2021,,,,,,176024004961.702,,"-38,563.65",123.85,,"176,024.00",102.97
Georgia,2018,-0.81650676,4539.08752230476,411738.388,4.3,.,.,2.43,"-1,871.98",,,,
Georgia,2018,-0.81650676,4539.08752230476,411738.388,4.3,.,.,2.43,,127.43,11.12,"3,289.46",
Georgia,2019,-1.84242092,4773.42330884899,438598.856,3.9,.,99.5584411621094,2.13,"-1,615.85",133.61,10.82,"3,505.82",
Georgia,2020,-9.25457582,4447.664250894,426232.568,3.5,.,,2.378,"-3,040.80",140.56,11.80,"3,913.27",
Georgia,2021,-6.02099343,4931.82372520107,473823.474,4.8,.,,2.188,"-3,064.98",154.01,12.51,"4,270.95",
Ghana,2018,,3.99065219632543,3.99065219632543,6.45100021362305,7.80876516610709,79.0396423339844,7.80876516610709,-705.8,,,,
Ghana,2018,,3.99065219632543,3.99065219632543,6.45100021362305,7.80876516610709,79.0396423339844,7.80876516610709,,259.89,,"5,934.71",61.98
Ghana,2019,,4.34104647526655,4.34104647526655,6.53200006484985,7.14364003330856,.,7.14364003330856,"-1,315.92",278.45,,"7,135.25",62.69
Ghana,2020,,-1.47944440230683,-1.47944440230683,7.34100008010864,9.88728956269943,80.379997253418,9.88728956269943,"-2,468.30",305.98,,"7,352.69",79.06
Ghana,2021,,3.29066462521288,3.29066462521288,7.15999984741211,9.97108867504441,,9.97108867504441,"-2,065.72",336.49,,"9,405.47",82.12
Guinea,2018,,2536.09418094851,24109509852.7402,4.76800012588501,9.82600180777342,,4.8002026279,-104.59,,,,
Guinea,2018,,2536.09418094851,24109509852.7402,4.76800012588501,9.82600180777342,,4.8002026279,,240.14,,"1,179.21",39.27
Guinea,2019,,2590.50515304414,24751344560.8856,4.73400020599365,9.47077937313535,,2.7348588635,-279.37,262.88,,"1,188.59",38.58
Guinea,2020,,2455.15598423553,23848265895.9538,5.35900020599365,10.6018600008336,,5.140734352,"2,682.53",290.75,,"1,245.32",47.49
Guinea,2021,,2413.07097588663,26594305745.554,5.26200008392334,12.5970695076018,,5.7019434436,"4,912.76",327.37,,...,42.54
Gambia,2018,,683.324363124911,,7.17999982833862,6.52096823946571,.,,-329.21,,,,
Gambia,2018,,683.324363124911,,7.17999982833862,6.52096823946571,.,,,161.26,28.00,191.77,83.6
Gambia,2019,,722.874793145171,,7.27199983596802,7.11567625631191,.,,-280.34,172.73,28.00,256.96,82.97
Gambia,2020,,704.029916035493,,8.85099983215332,5.93127636562439,.,,-515.3,182.98,28.00,387.05,85.89
Gambia,2021,,772.152395143237,,8.32499980926514,7.37034758876615,58.060001373291,,-590.78,196.46,19.50,652.67,83.78
Guinea-Bissau,2018,,1.52788623209794,19.1670199875353,11.5329999923706,0.381324702791038,60.502,,-78.7,,,,
Guinea-Bissau,2018,,1.52788623209794,19.1670199875353,11.5329999923706,0.381324702791038,60.502,,,112.44,...,,57.93
Guinea-Bissau,2019,,2.25048923679107,19.2440372806701,11.7290000915527,0.246600268147853,60.882,,-210.4,112.72,...,,63.99
Guinea-Bissau,2020,,-0.684931506849865,20.1569204605,12.8120002746582,1.14000939393218,59.999,,-206.85,114,...,,76.51
Guinea-Bissau,2021,,2.73972602739765,21.6483093028203,12.8380002975464,2.24248879577662,,,-183.26,116.56,...,,78.52
Equatorial Guinea,2018,,7079.65050227129,12.1878569050211,15.8109998703003,1.34988438751676,,1.34988438751676,,122.83,,48.93,
Equatorial Guinea,2018,,7079.65050227129,12.1878569050211,15.8109998703003,1.34988438751676,,1.34988438751676,,,,,41.21
Equatorial Guinea,2019,,6472.07086074269,14.0018430279566,15.9390001296997,1.23869860205109,,1.23869860205109,,124.35,,40.82,
Equatorial Guinea,2019,,6472.07086074269,14.0018430279566,15.9390001296997,1.23869860205109,,1.23869860205109,,,,,43.19
Equatorial Guinea,2020,,6030.51757008333,16.2822245582217,18.117000579834,4.76970498098298,,4.76970498098298,,130.28,,60.83,
Equatorial Guinea,2020,,6030.51757008333,16.2822245582217,18.117000579834,4.76970498098298,,4.76970498098298,,,,,48.38
Greece,2018,,18647.4957207515,46658.8,20.764507284966,0.625621413453588,10732882,99.1049776360441,"-3,935.25",,,,
Greece,2018,,18647.4957207515,46658.8,20.764507284966,0.625621413453588,10732882,99.1049776360441,,101.69,,"2,918.42",199.91
Greece,2019,,19018.9021220823,47440.8,19.0892758596099,0.25300752203812,10721582,99.5399971771139,"-2,008.00",101.95,,"2,950.03",194.28
Greece,2020,,17343.6099878902,46704.7,17.0884275661713,-1.24798355581408,10698599,100.399198941753,"-12,736.82",100.68,,"5,005.97",226.22
Greece,2021,,18907.8491448015,45794.2,16.5882647889587,1.22382501019855,10641221,98.4272385928877,"-16,011.32",101.91,,"7,772.94",212.4
Grenada,2018,,9574.27987254478,1166511111.11111,4.1,0.804102313277037,121838,,-63.55,,,,
Grenada,2018,,9574.27987254478,1166511111.11111,4.1,0.804102313277037,121838,,,107.43,7.84,233.82,64.01
Grenada,2019,,9887.92074235834,1213485185.18519,4.9,0.59814976473601,122724,,-65.52,108.07,7.57,236.33,58.55
Grenada,2020,,8437.56673228706,1043414814.81481,4.9,-0.740732597045501,123663,,-165.6,107.27,6.83,293.32,71.41
Grenada,2021,,9010.57224466261,1122807407.40741,6.2,1.21951193916844,124610,,-256.54,108.58,6.55,348.26,70.33
Guatemala,2018,,4485.73125489372,73328024537.1848,4.68699979782104,3.75186186704512,16346950,3.75186186704512,"-7,819.06",,,,
Guatemala,2018,,4485.73125489372,73328024537.1848,4.68699979782104,3.75186186704512,16346950,3.75186186704512,,137.82,12.92,"12,299.11",26.48
Guatemala,2019,,4647.69334663252,77170421167.5134,4.46600008010864,3.69998398008601,16604026,3.69998398008601,"-7,928.96",142.92,12.74,"14,446.55",26.49
Guatemala,2020,,4604.57667897864,77625486978.2561,6.52099990844727,3.21444062197346,16858333,3.21444062197346,"-6,553.97",147.52,12.53,"18,044.49",31.56
Guatemala,2021,,5025.5422907779,85985752107.4679,5.65299987792969,4.26105127422819,17109746,4.26105127422819,"-12,070.30",153.8,12.19,"20,531.55",30.77
Guyana,2018,,6127.70538051386,4.441,26.1560001373291,1.28284288443518,.,1.28284288443518,"-1,645.44",,,,
Guyana,2018,,6127.70538051386,4.441,26.1560001373291,1.28284288443518,.,1.28284288443518,,113.82,13.00,518.51,47.03
Guyana,2019,,6348.69808969246,5.353,27.0049991607666,2.0872308916202,.,2.0872308916202,"-3,219.90",116.19,10.48,573.45,43.56
Guyana,2020,,9126.80604679143,43.48,30.9050006866455,0.993337022838757,.,0.993337022838757,-957.09,117.35,9.47,680.63,51.08
Guyana,2021,,10857.3381487023,23.774,29.4570007324219,5.03285574626696,88.8499984741211,5.03285574626696,"-1,970.92",123.25,8.88,790.78,42.9
Hong Kong,2018,,45280.2113679239,361731070995.726,8.74300003051758,2.40613432046539,7452600,,,,,,
Hong Kong,2019,,44192.3802322275,363052489184.395,8.52099990844727,2.8832085377399,7507900,,,,,,
Hong Kong,2020,,41448.4907994199,344932192028.051,15.5209999084473,0.250962021080809,7481000,,,,,,
Hong Kong,2021,,44481.3397599363,369176400967.427,12.7690000534058,1.56875834445927,7413100,,,,,,
Honduras,2018,,2423.27329902983,24067778953.842,10.4630002975464,4.34734937777536,87.2052383422852,,"-4,880.01",,,,
Honduras,2018,,2423.27329902983,24067778953.842,10.4630002975464,4.34734937777536,87.2052383422852,,,144.06,17.80,"4,740.70",48.55
Honduras,2019,,2446.10530994908,25089976946.7736,10.4569997787476,4.36587159819272,88.5074310302734,,"-4,581.92",150.34,17.34,"5,710.49",48.67
Honduras,2020,,2190.97187254256,23827840809.7014,16.9090003967285,3.46841177951168,,,"-3,659.64",155.56,17.01,"8,096.53",58.91
Honduras,2021,,2428.02918076814,28488668301.6401,13.5240001678467,4.48087963413448,,,"-6,553.51",162.53,15.97,"8,626.20",55.79
Croatia,2018,,15244.4310483476,,23.7520008087158,1.50012501041753,.,1.50012501041753,-647.5,,,,
Croatia,2018,,15244.4310483476,,23.7520008087158,1.50012501041753,.,1.50012501041753,,108.97,,"19,991.30",
Croatia,2018,,15244.4310483476,,23.7520008087158,1.50012501041753,.,1.50012501041753,,,,,71.81
Croatia,2019,,15331.8830536722,,16.6760005950928,0.771820346498083,.,0.771820346498083,-289.1,109.82,,"20,770.64",
Croatia,2019,,15331.8830536722,,16.6760005950928,0.771820346498083,.,0.771820346498083,,,,,69.6
Croatia,2020,,14198.7539594744,,21.1520004272461,0.154811374562028,.,0.154811374562028,"-3,947.54",109.99,,"23,253.82",
Croatia,2020,,14198.7539594744,,21.1520004272461,0.154811374562028,.,0.154811374562028,,,,,85.31
Croatia,2021,,17685.3252834553,,21.94700050354,2.55450699642046,99.4499969482422,2.55450699642046,"-1,022.65",112.8,,"28,308.83",
Croatia,2021,,17685.3252834553,,21.94700050354,2.55450699642046,99.4499969482422,2.55450699642046,,,,,77.74
Haiti,2018,,1429.23135334836,-2.881,32.3300018310547,12.4814111170435,2.959,,"-3,841.48",,,,
Haiti,2018,,1429.23135334836,-2.881,32.3300018310547,12.4814111170435,2.959,,,179.29,13.10,"2,199.36",21.55
Haiti,2019,,1386.51851658061,-1.141,32.2709999084473,18.7037825672506,2.919,,"-3,428.66",212.83,14.12,"2,266.81",25.79
Haiti,2020,,1322.81405814194,1.091,35.2649993896484,22.7963113642528,2.869,,"-3,191.81",261.34,14.63,"2,480.15",21.35
Haiti,2021,,1283.05286964319,0.467,34.1319999694824,16.8415240198785,,,"-3,980.57",305.36,13.35,"2,629.79",24.23
Hungary,2018,,14377.421963001,33641.0,3.7,2.85024792594642,1.55,103.923019985196,"6,900.69",,,,
Hungary,2018,,14377.421963001,33641.0,3.7,2.85024792594642,1.55,103.923019985196,,117.71,1.47,"30,068.27",69.2
Hungary,2019,,15082.6714945249,36593.4,3.4,3.3385863538201,1.55,106.735751295337,"3,835.57",121.64,1.79,"30,288.20",65.37
Hungary,2020,,14427.8188846629,36871.2,3.3,3.3267438576673,1.56,111.695040710585,"3,095.25",125.69,1.96,"39,433.73",78.73
Hungary,2021,,15518.7686622368,35879.8,4.4,5.11096534382858,,114.729829755736,651.32,132.11,2.96,"37,953.91",75.2
Indonesia,2018,-1.750,3741.30527715913,2557426700.0,,3.19834641562404,128498172045.451,109.697867216586,"-6,713.37",,,,
Indonesia,2018,-1.750,3741.30527715913,2557426700.0,,3.19834641562404,128498172045.451,109.697867216586,,146.73,10.54,"117,424.65",29.78
Indonesia,2018,,,,,,124612690442.413,,"-6,713.37",,,,
Indonesia,2018,,,,,,124612690442.413,,,146.73,10.54,"117,424.65",29.78
Indonesia,2018,,,,,,122543191256.546,,"-6,713.37",,,,
Indonesia,2018,,,,,,122543191256.546,,,146.73,10.54,"117,424.65",29.78
Indonesia,2018,,,,,,121437875918.491,,"-6,713.37",,,,
Indonesia,2018,,,,,,121437875918.491,,,146.73,10.54,"117,424.65",29.78
Indonesia,2018,,,,,,119547940177.365,,"-6,713.37",,,,
Indonesia,2018,,,,,,119547940177.365,,,146.73,10.54,"117,424.65",29.78
Indonesia,2018,,,,,,116681858859.888,,"-6,713.37",,,,
Indonesia,2018,,,,,,116681858859.888,,,146.73,10.54,"117,424.65",29.78
Indonesia,2018,,,,,,115225049967.449,,"-6,713.37",,,,
Indonesia,2018,,,,,,115225049967.449,,,146.73,10.54,"117,424.65",29.78
Indonesia,2018,,,,,,114902149265.56,,"-6,713.37",,,,
Indonesia,2018,,,,,,114902149265.56,,,146.73,10.54,"117,424.65",29.78
Indonesia,2018,,,,,,111841286259.472,,"-6,713.37",,,,
Indonesia,2018,,,,,,111841286259.472,,,146.73,10.54,"117,424.65",29.78
Indonesia,2018,,,,,,112068703678.446,,"-6,713.37",,,,
Indonesia,2018,,,,,,112068703678.446,,,146.73,10.54,"117,424.65",29.78
Indonesia,2018,,,,,,114115246222.633,,"-6,713.37",,,,
Indonesia,2018,,,,,,114115246222.633,,,146.73,10.54,"117,424.65",29.78
Indonesia,2018,,,,,,117424645942.922,,"-6,713.37",,,,
Indonesia,2018,,,,,,117424645942.922,,,146.73,10.54,"117,424.65",29.78
Indonesia,2019,-2.229,3892.42167262992,2689212200.0,,3.03058664969491,116772193014.721,112.795316457448,"-4,133.32",151.18,10.37,"125,339.39",30.18
Indonesia,2019,,,,,,119934012481.127,,"-4,133.32",151.18,10.37,"125,339.39",30.18
Indonesia,2019,,,,,,121269199866.062,,"-4,133.32",151.18,10.37,"125,339.39",30.18
Indonesia,2019,,,,,,121039179247.117,,"-4,133.32",151.18,10.37,"125,339.39",30.18
Indonesia,2019,,,,,,117113609356.101,,"-4,133.32",151.18,10.37,"125,339.39",30.18
Indonesia,2019,,,,,,120281951799.337,,"-4,133.32",151.18,10.37,"125,339.39",30.18
Indonesia,2019,,,,,,122299287090.662,,"-4,133.32",151.18,10.37,"125,339.39",30.18
Indonesia,2019,,,,,,122549482205.516,,"-4,133.32",151.18,10.37,"125,339.39",30.18
Indonesia,2019,,,,,,120568337001.921,,"-4,133.32",151.18,10.37,"125,339.39",30.18
Indonesia,2019,,,,,,122915409932.134,,"-4,133.32",151.18,10.37,"125,339.39",30.18
Indonesia,2019,,,,,,122953919050.639,,"-4,133.32",151.18,10.37,"125,339.39",30.18
Indonesia,2019,,,,,,125339390220.657,,"-4,133.32",151.18,10.37,"125,339.39",30.18
Indonesia,2020,-6.112,3780.14120998019,2766052200.0,,1.92096800566845,127735559801.691,115.818028317163,"18,545.79",154.08,9.54,"131,139.03",39.35
Indonesia,2020,,,,,,126302309068.569,,"18,545.79",154.08,9.54,"131,139.03",39.35
Indonesia,2020,,,,,,116874655629.184,,"18,545.79",154.08,9.54,"131,139.03",39.35
Indonesia,2020,,,,,,123563205770.056,,"18,545.79",154.08,9.54,"131,139.03",39.35
Indonesia,2020,,,,,,126211125225.306,,"18,545.79",154.08,9.54,"131,139.03",39.35
Indonesia,2020,,,,,,127236011911.942,,"18,545.79",154.08,9.54,"131,139.03",39.35
Indonesia,2020,,,,,,130128478816.132,,"18,545.79",154.08,9.54,"131,139.03",39.35
Indonesia,2020,,,,,,132062022946.727,,"18,545.79",154.08,9.54,"131,139.03",39.35
Indonesia,2020,,,,,,130366649306.432,,"18,545.79",154.08,9.54,"131,139.03",39.35
Indonesia,2020,,,,,,128828355301.837,,"18,545.79",154.08,9.54,"131,139.03",39.35
Indonesia,2020,,,,,,129065397378.067,,"18,545.79",154.08,9.54,"131,139.03",39.35
Indonesia,2020,,,,,,131139029065.842,,"18,545.79",154.08,9.54,"131,139.03",39.35
Indonesia,2021,-4.618,3892.5389904925,2748524400.0,,1.56012990525685,133352532466.451,117.617784310243,"29,207.50",156.48,8.92,"140,310.24",40.71
Indonesia,2021,,,,,,134292886347.82,,"29,207.50",156.48,8.92,"140,310.24",40.71
Indonesia,2021,,,,,,132849600065.702,,"29,207.50",156.48,8.92,"140,310.24",40.71
Indonesia,2021,,,,,,134332574265.959,,"29,207.50",156.48,8.92,"140,310.24",40.71
Indonesia,2021,,,,,,131585671517.507,,"29,207.50",156.48,8.92,"140,310.24",40.71
Indonesia,2021,,,,,,132654263680.002,,"29,207.50",156.48,8.92,"140,310.24",40.71
Indonesia,2021,,,,,,132723921939.529,,"29,207.50",156.48,8.92,"140,310.24",40.71
Indonesia,2021,,,,,,140209666477.972,,"29,207.50",156.48,8.92,"140,310.24",40.71
Indonesia,2021,,,,,,142462749479.281,,"29,207.50",156.48,8.92,"140,310.24",40.71
Indonesia,2021,,,,,,140945772293.425,,"29,207.50",156.48,8.92,"140,310.24",40.71
Indonesia,2021,,,,,,141346541826.357,,"29,207.50",156.48,8.92,"140,310.24",40.71
Indonesia,2021,,,,,,140310235087.496,,"29,207.50",156.48,8.92,"140,310.24",40.71
India,2018,-6.376,1891.13794439121,33831369497981.496,26.3530006408691,3.93882646691634,401550065968.083,110.168951227287,"-105,917.68",,,,
India,2018,-6.376,1891.13794439121,33831369497981.496,26.3530006408691,3.93882646691634,401550065968.083,110.168951227287,,165.45,9.45,"374,425.19",44.13
India,2018,,,,,,400132903901.046,,"-105,917.68",,,,
India,2018,,,,,,400132903901.046,,,165.45,9.45,"374,425.19",44.13
India,2018,,,,,,403750660782.237,,"-105,917.68",,,,
India,2018,,,,,,403750660782.237,,,165.45,9.45,"374,425.19",44.13
India,2018,,,,,,399532823214.07,,"-105,917.68",,,,
India,2018,,,,,,399532823214.07,,,165.45,9.45,"374,425.19",44.13
India,2018,,,,,,391849998358.384,,"-105,917.68",,,,
India,2018,,,,,,391849998358.384,,,165.45,9.45,"374,425.19",44.13
India,2018,,,,,,385400077511.154,,"-105,917.68",,,,
India,2018,,,,,,385400077511.154,,,165.45,9.45,"374,425.19",44.13
India,2018,,,,,,383776895972.302,,"-105,917.68",,,,
India,2018,,,,,,383776895972.302,,,165.45,9.45,"374,425.19",44.13
India,2018,,,,,,380573739903.388,,"-105,917.68",,,,
India,2018,,,,,,380573739903.388,,,165.45,9.45,"374,425.19",44.13
India,2018,,,,,,380813069453.745,,"-105,917.68",,,,
India,2018,,,,,,380813069453.745,,,165.45,9.45,"374,425.19",44.13
India,2018,,,,,,371888806087.712,,"-105,917.68",,,,
India,2018,,,,,,371888806087.712,,,165.45,9.45,"374,425.19",44.13
India,2018,,,,,,373187968980.784,,"-105,917.68",,,,
India,2018,,,,,,373187968980.784,,,165.45,9.45,"374,425.19",44.13
India,2018,,,,,,374425187183.508,,"-105,917.68",,,,
India,2018,,,,,,374425187183.508,,,165.45,9.45,"374,425.19",44.13
India,2019,-7.493,1941.81508305731,35623886135681.1,22.8850002288818,3.72950573539126,378006428711.078,117.437041759643,"-73,451.67",171.62,9.47,"432,378.38",46.77
India,2019,,,,,,379583834239.781,,"-73,451.67",171.62,9.47,"432,378.38",46.77
India,2019,,,,,,390267677762.945,,"-73,451.67",171.62,9.47,"432,378.38",46.77
India,2019,,,,,,396238176683.989,,"-73,451.67",171.62,9.47,"432,378.38",46.77
India,2019,,,,,,399309608326.193,,"-73,451.67",171.62,9.47,"432,378.38",46.77
India,2019,,,,,,405936770212.702,,"-73,451.67",171.62,9.47,"432,378.38",46.77
India,2019,,,,,,403714736546.052,,"-73,451.67",171.62,9.47,"432,378.38",46.77
India,2019,,,,,,401408385719.794,,"-73,451.67",171.62,9.47,"432,378.38",46.77
India,2019,,,,,,407452453119.285,,"-73,451.67",171.62,9.47,"432,378.38",46.77
India,2019,,,,,,418505121881.737,,"-73,451.67",171.62,9.47,"432,378.38",46.77
India,2019,,,,,,424853307690.301,,"-73,451.67",171.62,9.47,"432,378.38",46.77
India,2019,,,,,,432378384523.969,,"-73,451.67",171.62,9.47,"432,378.38",46.77
India,2020,-12.757,1796.48873981565,36401157939049.5,30.8959999084473,6.62343677628532,442647713931.224,126.2352566146,"-8,342.17",182.99,9.15,"549,086.87",55.18
India,2020,,,,,,451702905467.54,,"-8,342.17",182.99,9.15,"549,086.87",55.18
India,2020,,,,,,447527444119.671,,"-8,342.17",182.99,9.15,"549,086.87",55.18
India,2020,,,,,,449107995966.121,,"-8,342.17",182.99,9.15,"549,086.87",55.18
India,2020,,,,,,460963536940.631,,"-8,342.17",182.99,9.15,"549,086.87",55.18
India,2020,,,,,,472094307418.37,,"-8,342.17",182.99,9.15,"549,086.87",55.18
India,2020,,,,,,497249262550.87,,"-8,342.17",182.99,9.15,"549,086.87",55.18
India,2020,,,,,,505303565479.202,,"-8,342.17",182.99,9.15,"549,086.87",55.18
India,2020,,,,,,508526945423.215,,"-8,342.17",182.99,9.15,"549,086.87",55.18
India,2020,,,,,,523969558523.425,,"-8,342.17",182.99,9.15,"549,086.87",55.18
India,2020,,,,,,539921508599.295,,"-8,342.17",182.99,9.15,"549,086.87",55.18
India,2020,,,,,,549086868074.865,,"-8,342.17",182.99,9.15,"549,086.87",55.18
India,2021,,1936.94270206376,36927306559962.6,23.8929996490479,5.13140747176369,554103798782.004,130.22803494489,"-74,039.37",192.38,8.70,"594,356.48",54.27
India,2021,,,,,,549399409662.808,,"-74,039.37",192.38,8.70,"594,356.48",54.27
India,2021,,,,,,543284105579.22,,"-74,039.37",192.38,8.70,"594,356.48",54.27
India,2021,,,,,,552737345146.937,,"-74,039.37",192.38,8.70,"594,356.48",54.27
India,2021,,,,,,560787725897.969,,"-74,039.37",192.38,8.70,"594,356.48",54.27
India,2021,,,,,,575510579221.03,,"-74,039.37",192.38,8.70,"594,356.48",54.27
India,2021,,,,,,582672086473.192,,"-74,039.37",192.38,8.70,"594,356.48",54.27
India,2021,,,,,,603136242827.276,,"-74,039.37",192.38,8.70,"594,356.48",54.27
