,,,,,,,,
,Costa Rica,Millions,,393.33,919.01,"2,423.74","2,476.88","2,096.33"
,Côte d'Ivoire,Millions,,"1,006.91",-98.66,910.07,571.59,39.66
,"Croatia, Rep. of",Millions,,583.54,-647.50,-289.10,"-3,947.54","-1,022.65"
,Curaçao and Sint Maarten,Millions,,-720.91,"-1,229.80",-703.05,-928.27,-840.43
,"Curaçao, Kingdom of the Netherlands",Millions,,-666.66,-810.45,-556.20,-694.48,-635.70
,Cyprus,Millions,,-92.85,365.57,260.12,-332.20,802.51
,Czech Rep.,Millions,,"16,255.12","14,918.71","15,115.74","16,708.56","8,541.59"
,Denmark,Millions,,"23,878.56","21,805.89","25,663.14","22,860.98","26,141.79"
,Djibouti,Millions,,-159.43,374.12,386.01,270.10,-323.10
,Dominica,Millions,,-102.39,-263.63,-214.85,-207.96,-184.43
,Dominican Rep.,Millions,,"-2,049.90","-4,062.70","-4,016.80","-5,412.50","-8,032.30"
,Ecuador,Millions,,-493.30,-890.01,229.95,"2,523.29",757.68
,"Egypt, Arab Rep. of",Millions,,"-27,349.40","-24,708.59","-25,428.19","-32,380.69","-35,699.51"
,El Salvador,Millions,,"-4,111.47","-4,758.31","-4,411.89","-4,468.71","-7,263.00"
,"Estonia, Rep. of",Millions,,"1,098.51",842.26,"1,249.41",-43.91,-178.00
,"Eswatini, Kingdom of",Millions,,-32.81,-167.57,123.90,121.63,-41.64
,"Ethiopia, The Federal Dem. Rep. of",Millions,,"-12,672.57","-12,304.55","-11,639.03","-9,455.07","-11,363.40"
,Euro Area,Millions,,"494,117.39","475,647.58","383,300.78","377,584.01","454,217.12"
,"Fiji, Rep. of",Millions,,-265.09,-432.66,-569.70,-747.10,"-1,172.50"
,Finland,Millions,,124.67,"-3,434.72",420.34,379.81,218.91
,France,Millions,,"-23,499.18","-32,200.79","-24,198.01","-44,968.94","-36,853.23"
,"Gambia, The",Millions,,-282.51,-329.21,-280.34,-515.30,-590.78
,Georgia,Millions,,"-1,784.88","-1,871.98","-1,615.85","-3,040.80","-3,064.98"
,Germany,Millions,,"260,592.22","244,737.21","221,128.11","221,117.44","228,572.71"
,Ghana,Millions,,"-1,685.93",-705.80,"-1,315.92","-2,468.30","-2,065.72"
,Greece,Millions,,"-1,656.29","-3,935.25","-2,008.00","-12,736.82","-16,011.32"
,Grenada,Millions,,-37.59,-63.55,-65.52,-165.60,-256.54
,Guatemala,Millions,,"-6,499.97","-7,819.06","-7,928.96","-6,553.97","-12,070.30"
,Guinea,Millions,,407.43,-104.59,-279.37,"2,682.53","4,912.76"
,Guinea-Bissau,Millions,,-71.55,-78.70,-210.40,-206.85,-183.26
,Guyana,Millions,,-573.30,"-1,645.44","-3,219.90",-957.09,"-1,970.92"
,Haiti,Millions,,"-3,267.49","-3,841.48","-3,428.66","-3,191.81","-3,980.57"
,Honduras,Millions,,"-3,528.27","-4,880.01","-4,581.92","-3,659.64","-6,553.51"
,Hungary,Millions,,"9,765.62","6,900.69","3,835.57","3,095.25",651.32
,Iceland,Millions,,"1,118.76",922.26,"1,106.92",-329.00,-519.78
,India,Millions,,"-72,211.61","-105,917.68","-73,451.67","-8,342.17","-74,039.37"
,Indonesia,Millions,,"11,434.77","-6,713.37","-4,133.32","18,545.79","29,207.50"
,Iraq,Millions,,"15,149.86","35,054.70","16,620.40","-4,090.20","27,553.60"
,Ireland,Millions,,"75,812.17","110,478.91","49,334.43","82,115.32","199,483.45"
,Israel,Millions,,"6,855.00","3,203.80","8,995.60","18,444.30","19,305.40"
,Italy,Millions,,"57,610.45","50,617.04","67,357.78","69,265.58","50,016.28"
,Jamaica,Millions,,"-2,357.74","-2,090.91","-2,325.85","-2,568.35","-3,047.22"
,Japan,Millions,,"37,636.18","1,405.01","-8,615.19","-7,597.68","-22,513.46"
,Jordan,Millions,,"-8,735.49","-7,823.10","-5,793.38","-7,979.72","-9,527.75"
,"Kazakhstan, Rep. of",Millions,,"12,722.09","20,177.92","13,379.52","6,137.16","16,935.67"
,Kenya,Millions,,"-8,631.67","-8,603.30","-8,937.17","-8,007.86","-10,027.92"
,Kiribati,Millions,,-165.76,-151.37,-144.63,-127.54,-191.23
,"Korea, Rep. of",Millions,,"76,858.80","80,717.40","52,966.80","65,934.70","70,444.20"
,"Kosovo, Rep. of",Millions,,"-1,842.03","-2,219.86","-2,142.14","-2,499.81","-2,989.30"
,Kuwait,Millions,,"2,727.19","16,994.11","13,179.76","3,401.19","28,167.22"
,Kyrgyz Rep.,Millions,,"-2,502.18","-3,126.81","-2,562.49","-1,615.43","-2,636.03"
,Lao People's Dem. Rep.,Millions,,"-1,129.95","-1,170.85",-532.98,645.25,"1,292.83"
,Latvia,Millions,,-193.22,-219.65,-224.87,340.89,"-1,376.41"
,Lebanon,Millions,,"-13,130.16","-13,620.79","-12,938.28","-6,432.41","-7,236.00"
,"Lesotho, Kingdom of",Millions,,"-1,219.17","-1,171.10","-1,136.92","-1,077.97","-1,140.52"
,Liberia,Millions,,-802.61,-718.14,-689.78,...,...
,Libya,Millions,,"3,857.00","11,115.30","3,958.10","-4,797.20",...
,Lithuania,Millions,,"1,130.25",958.82,"2,903.53","5,306.60","3,020.40"
,Luxembourg,Millions,,"26,124.46","24,400.17","22,756.17","24,089.64","29,680.98"
,"Madagascar, Rep. of",Millions,,-344.02,-413.53,-603.01,"-1,128.98","-1,427.38"
,Malawi,Millions,,"-1,736.99","-1,818.62","-1,818.97","-1,940.11","-2,043.30"
,Malaysia,Millions,,"21,988.28","24,054.47","27,500.98","21,603.45","26,470.52"
,Maldives,Millions,,-182.31,-517.54,-348.34,-662.13,449.19
,Mali,Millions,,"-2,200.12","-1,894.82","-2,116.58","-1,143.58","-2,215.24"
,Malta,Millions,,"2,368.46","2,383.34","2,195.27","2,570.76","2,568.71"
,"Marshall Islands, Rep. of the",Millions,,-82.89,-45.82,-38.29,-44.80,-76.01
,"Mauritania, Islamic Rep. of",Millions,,-944.03,"-1,222.14","-1,158.21",-890.73,"-1,131.84"
,Mauritius,Millions,,"-1,777.88","-1,941.05","-2,106.39","-2,133.62","-2,884.41"
,Mexico,Millions,,"-20,460.29","-24,706.63","-2,734.64","22,907.68","-22,516.23"
,"Moldova, Rep. of",Millions,,"-2,254.56","-2,938.01","-2,946.16","-2,696.33","-3,717.93"
,Mongolia,Millions,,277.60,-763.75,-833.60,305.32,-305.73
,Montenegro,Millions,,"-1,120.80","-1,319.28","-1,175.55","-1,669.09","-1,135.12"
,Montserrat,Millions,,-33.02,-28.81,-25.97,-27.75,-38.27
,Morocco,Millions,,"-10,551.43","-12,131.48","-10,049.38","-8,812.91","-12,969.30"
,"Mozambique, Rep. of",Millions,,"-2,670.99","-4,487.48","-3,902.56","-4,260.25","-3,987.20"
,Myanmar,Millions,,"-4,829.98","-2,936.19",167.25,...,...
,Namibia,Millions,,"-1,686.28","-1,397.16","-1,226.98","-1,047.97","-2,131.93"
,"Nauru, Rep. of",Millions,,-51.69,-63.69,...,...,...
,Nepal,Millions,,"-9,393.30","-11,960.66","-11,110.08","-8,923.10","-14,473.56"
,"Netherlands, The",Millions,,"89,577.91","96,359.82","89,252.00","91,726.44","103,897.97"
,New Zealand,Millions,,"2,199.83",-162.78,193.27,"2,440.11","-8,085.22"
,Nicaragua,Millions,,"-1,842.50","-1,193.20",-537.40,-597.50,"-1,688.90"
,Niger,Millions,,"-1,505.22","-1,918.55","-2,008.36","-2,204.29","-2,539.82"
,Nigeria,Millions,,-86.13,"-5,598.56","-30,893.48","-32,241.26","-15,251.20"
,"North Macedonia, Republic of",Millions,,"-1,588.37","-1,612.26","-1,805.08","-1,582.53","-2,196.97"
,Norway,Millions,,"13,910.08","25,065.48","6,069.35","-3,348.21","62,897.25"
,Oman,Millions,,"1,889.15","10,946.36","11,014.95","1,697.49","9,821.99"
,Pakistan,Millions,,"-35,006.62","-37,647.99","-27,305.93","-24,764.87","-40,826.25"
,"Palau, Rep. of",Millions,,-90.23,-94.58,-118.77,-157.62,-168.31
,Panama,Millions,,191.74,-869.42,"1,089.45","2,177.98","2,914.09"
,Papua New Guinea,Millions,,"4,508.68","4,117.34","4,907.18","3,892.73","5,321.49"
,Paraguay,Millions,,"2,071.11",666.18,364.80,"1,357.20",504.55
,Peru,Millions,,"3,995.03","3,819.12","2,898.19","3,530.64","7,486.33"
,Philippines,Millions,,"-31,521.65","-39,364.38","-36,272.18","-19,908.90","-38,767.00"
,"Poland, Rep. of",Millions,,"14,865.00","12,100.00","22,065.00","34,319.00","22,955.00"
,Portugal,Millions,,"3,350.64","2,168.42","1,836.28","-4,387.95","-6,766.33"
,Qatar,Millions,,"23,011.81","36,750.00","25,276.37","11,868.68","44,345.05"
,Romania,Millions,,"-5,303.64","-8,157.21","-10,282.43","-10,874.90","-16,177.20"
,Russian Federation,Millions,,"83,234.75","164,976.05","129,328.03","76,653.16","170,087.92"
,Rwanda,Millions,,"-1,166.69","-1,298.12","-1,482.48","-1,648.60","-1,745.97"
,Samoa,Millions,,-131.79,-119.46,-119.93,-260.27,-332.24
,"San Marino, Rep. of",Millions,,118.47,129.62,181.98,206.94,485.34
,"São Tomé and Príncipe, Dem. Rep. of",Millions,,-101.03,-98.90,-117.04,-110.76,-125.89
,Saudi Arabia,Millions,,"38,017.64","105,327.19","66,919.08",664.28,"73,485.77"
,Senegal,Millions,,"-2,906.14","-3,673.06",...,...,...
,"Serbia, Rep. of",Millions,,"-3,435.17","-4,813.26","-5,159.17","-4,677.23","-5,441.12"
,Seychelles,Millions,,-180.77,83.51,59.76,-92.44,-69.83
,Sierra Leone,Millions,,-750.44,-855.85,"-1,185.57",-724.49,-754.75
,Singapore,Millions,,"91,487.95","111,189.77","111,111.96","108,710.13","149,452.99"
,"Sint Maarten, Kingdom of the Netherlands",Millions,,-64.96,-419.35,-146.84,-233.78,-204.74
,Slovak Rep.,Millions,,"1,657.33",847.29,103.36,"2,331.95",71.83
,"Slovenia, Rep. of",Millions,,"4,384.57","4,599.38","4,707.36","5,018.63","3,968.69"
,Solomon Islands,Millions,,-85.21,-67.56,-161.62,-127.43,-205.80
,South Africa,Millions,,"4,349.08","1,934.90","2,067.88","15,101.75","26,078.87"
,"South Sudan, Rep. of",Millions,,458.39,-477.15,-251.93,"-1,900.87",615.26
,Spain,Millions,,"47,695.00","38,485.23","40,911.34","18,687.13","21,189.98"
,Sri Lanka,Millions,,"-6,317.05","-6,576.79","-5,147.67","-5,188.54",...
,St. Kitts and Nevis,Millions,,-37.05,0.97,-47.48,-76.27,-19.50
,St. Lucia,Millions,,78.36,127.78,238.91,-214.52,-107.90
,St. Vincent and the Grenadines,Millions,,-136.17,-130.66,-97.60,-190.41,-286.91
,Sudan,Millions,,"-3,935.20","-3,241.61","-4,685.63","-5,454.16","-3,872.36"
,Suriname,Millions,,363.51,166.04,-125.96,601.34,423.04
,Sweden,Millions,,"14,624.79","12,727.12","23,584.82","24,774.53","27,280.49"
,Switzerland,Millions,,"57,803.79","70,986.21","65,101.06","43,945.42","96,785.83"
,"Tajikistan, Rep. of",Millions,,"-1,638.94","-2,105.15","-2,165.34","-1,716.31","-2,096.99"
,"Tanzania, United Rep. of",Millions,,"-1,248.95","-2,091.61",-916.99,-625.52,...
,Thailand,Millions,,"56,877.04","44,922.18","51,047.44","25,932.63",-79.11
,"Timor-Leste, Dem. Rep. of",Millions,,"-1,012.88",-937.85,-922.00,-785.31,792.89
,Togo,Millions,,-501.99,-626.01,-595.61,-667.63,...
,Tonga,Millions,,-201.02,-217.42,-214.91,-209.91,-233.80
,Trinidad and Tobago,Millions,,"1,080.83","2,426.31","1,605.39",-344.82,"2,875.44"
,Tunisia,Millions,,"-5,144.90","-5,406.09","-4,371.68","-3,585.78","-4,525.66"
,"Türkiye, Rep of",Millions,,"-31,752.00","-9,838.00","21,779.00","-23,515.00","2,499.00"
,Turks and Caicos Islands,Millions,,117.74,282.61,...,...,...
,Tuvalu,Millions,,-41.71,-38.17,-54.97,-47.71,-48.49
,Uganda,Millions,,"-2,135.90","-2,795.24","-3,623.48","-4,634.89","-4,527.33"
,Ukraine,Millions,,"-8,744.00","-11,378.00","-12,511.00","-2,378.00","-2,671.00"
,United Kingdom,Millions,,"-38,943.46","-43,882.69","-46,207.20","8,295.27","-38,563.65"
,United States,Millions,,"-510,339.00","-578,600.00","-559,675.00","-653,990.00","-845,050.00"
,Uruguay,Millions,,"3,477.94","3,252.00","3,686.72","2,371.30","4,433.18"
,"Uzbekistan, Rep. of",Millions,,"-4,057.93","-9,308.41","-9,557.38","-8,027.91","-11,374.40"
,Vanuatu,Millions,,-167.12,-138.76,-116.08,-288.07,-407.05
,Vietnam,Millions,,"6,816.00","12,860.13","19,143.25","20,421.00","1,963.00"
,West Bank and Gaza,Millions,,"-5,967.41","-6,425.75","-6,501.97","-5,680.06","-7,064.73"
,Zambia,Millions,,350.87,-210.42,222.17,"1,509.75","4,049.12"
,Zimbabwe,Millions,,"-1,581.09","-2,464.04",-131.43,-226.01,...
,Eastern Caribbean Currency Union (ECCU),Millions,,-257.83,-615.88,-270.20,"-1,093.17",-975.93
