,,,,,,,,,
,Czech Rep.,Millions,,"147,582.94","142,150.96","149,464.30","165,548.77","172,998.74","139,284.43"
,Denmark,Millions,,"72,470.45","68,199.86","63,576.94","68,777.15","78,341.56","92,194.85"
,Djibouti,Millions,,556.10,454.19,501.86,686.34,588.42,589.44
,Dominica,Millions,,212.29,191.32,155.17,165.82,190.84,204.34
,Dominican Rep.,Millions,,"6,849.18","7,694.11","8,843.08","10,810.21","13,091.34","14,489.82"
,Ecuador,Millions,,"1,678.19","1,896.10","1,865.09","5,235.59","6,082.56","6,490.90"
,"Egypt, Arab Rep. of",Millions,,"33,213.92","38,609.41","40,685.37","34,094.95","35,089.75","24,823.64"
,El Salvador,Millions,,"3,510.08","3,512.28","4,378.65","2,999.44","3,345.77",...
,"Equatorial Guinea, Rep. of",Millions,,45.50,48.93,40.82,60.83,44.27,...
,"Eritrea, The State of",Millions,,143.41,163.03,191.69,...,...,...
,"Estonia, Rep. of",Millions,,334.66,744.75,"1,414.26","1,981.76","2,356.92","2,202.09"
,"Eswatini, Kingdom of",Millions,,563.12,440.69,440.31,545.56,572.28,452.35
,"Ethiopia, The Federal Dem. Rep. of",Millions,,"3,035.20","3,977.21","2,980.52","3,046.11",...,...
,Euro Area,Millions,,"353,249.05","378,390.93","386,571.31","422,889.19","565,771.85","557,218.70"
,European Central Bank,Millions,,"53,342.38","57,764.13","57,569.13","56,422.32","58,654.73","60,208.22"
,"Fiji, Rep. of",Millions,,"1,115.07",946.37,"1,041.78","1,079.92","1,516.00","1,554.97"
,Finland,Millions,,"8,458.38","8,284.16","9,020.28","10,492.04","13,875.63","13,180.10"
,France,Millions,,"54,780.55","66,103.29","69,725.08","76,114.12","101,702.80","100,428.87"
,Gabon,Millions,,965.05,"1,321.05","1,371.97",...,...,...
,"Gambia, The",Millions,,169.97,191.77,256.96,387.05,652.67,...
,Georgia,Millions,,"3,038.76","3,289.46","3,505.82","3,913.27","4,270.95","4,886.34"
,Germany,Millions,,"59,356.90","59,173.10","59,184.53","63,969.35","99,169.06","98,413.68"
,Ghana,Millions,,"6,650.87","5,934.71","7,135.25","7,352.69","9,405.47",...
,Greece,Millions,,"3,096.13","2,918.42","2,950.03","5,005.97","7,772.94","5,404.66"
,Grenada,Millions,,199.13,233.82,236.33,293.32,348.26,371.77
,Guatemala,Millions,,"11,477.80","12,299.11","14,446.55","18,044.49","20,531.55","20,013.32"
,Guinea,Millions,,971.11,"1,179.21","1,188.59","1,245.32",...,...
,Guyana,Millions,,565.36,518.51,573.45,680.63,790.78,...
,Haiti,Millions,,"2,240.97","2,199.36","2,266.81","2,480.15","2,629.79","2,262.46"
,Honduras,Millions,,"4,679.39","4,740.70","5,710.49","8,096.53","8,626.20","8,369.91"
,Hungary,Millions,,"27,874.46","30,068.27","30,288.20","39,433.73","37,953.91","35,712.77"
,Iceland,Millions,,"6,483.46","6,239.44","6,685.22","6,298.66","6,962.73","5,771.78"
,India,Millions,,"389,350.15","374,425.19","432,378.38","549,086.87","594,356.48","521,419.38"
,Indonesia,Millions,,"126,857.40","117,424.65","125,339.39","131,139.03","140,310.24","132,644.36"
,Iraq,Millions,,"45,571.33","60,752.41","63,303.61","48,562.06","58,588.71",...
,Ireland,Millions,,"4,162.29","4,975.32","5,438.60","7,098.06","12,690.05","12,337.83"
,Israel,Millions,,"113,009.53","115,265.90","126,007.83","173,292.12","212,933.66","194,231.43"
,Italy,Millions,,"48,918.64","51,330.75","55,341.39","61,613.81","84,001.66","81,714.84"
,Jamaica,Millions,,"3,781.17","3,532.04","3,631.09","3,938.03","4,837.56","4,520.48"
,Japan,Millions,,"1,232,243.92","1,238,935.32","1,284,973.74","1,344,283.26","1,356,244.31","1,178,279.37"
,"Kazakhstan, Rep. of",Millions,,"18,248.79","16,536.06","10,082.16","12,056.06","10,831.71","14,584.85"
,Kenya,Millions,,"7,324.64","8,163.61","9,114.89","8,296.13","9,489.88","7,968.47"
,"Korea, Rep. of",Millions,,"384,453.15","398,780.33","403,704.75","437,112.59","457,169.38","417,280.09"
,"Kosovo, Rep. of",Millions,,819.58,881.17,965.83,"1,095.37","1,244.32","1,247.75"
,Kuwait,Millions,,"33,598.59","37,028.89","39,801.56","48,117.16","44,903.84","47,860.22"
,Kyrgyz Rep.,Millions,,"1,887.40","1,695.72","1,723.56","1,791.82","2,386.08",...
,Lao People's Dem. Rep.,Millions,,"1,088.76",944.14,"1,067.77","1,392.60","1,475.79",...
,Latvia,Millions,,"4,337.30","4,097.74","4,155.22","4,884.94","5,101.64","4,072.19"
,Lebanon,Millions,,"43,455.21","40,561.23","38,168.38","25,000.68","18,454.26","15,799.39"
,"Lesotho, Kingdom of",Millions,,657.67,728.53,774.10,...,...,...
,Liberia,Millions,,586.00,332.15,297.07,340.97,...,...
,Libya,Millions,,"74,556.00","80,529.46","78,952.34","72,564.80","75,436.70","79,887.11"
,Lithuania,Millions,,"4,207.23","5,531.29","4,800.24","4,492.88","5,239.49","5,026.34"
,Luxembourg,Millions,,784.73,846.61,945.22,981.03,"2,789.71","2,743.01"
,"Madagascar, Rep. of",Millions,,"1,600.18","1,739.59","1,693.15","1,980.77","2,334.56","2,159.91"
,Malawi,Millions,,768.40,766.15,846.84,594.50,...,...
,Malaysia,Millions,,"100,877.83","99,850.47","101,725.97","105,279.99","114,640.74","112,393.37"
,Maldives,Millions,,587.35,712.16,753.50,984.93,805.81,827.72
,Malta,Millions,,829.10,"1,020.77",910.20,919.12,"1,143.87","1,195.52"
,"Mauritania, Islamic Rep. of",Millions,,858.91,919.55,"1,028.70","1,493.18","2,038.56",...
,Mauritius,Millions,,"5,465.93","5,840.63","6,753.39","6,535.00","7,834.98","7,068.77"
,Mexico,Millions,,"170,458.36","171,444.90","177,176.65","191,769.27","200,775.46","194,124.91"
,"Micronesia, Federated States of",Millions,,203.72,203.53,397.16,451.91,497.43,...
,"Moldova, Rep. of",Millions,,"2,800.18","2,992.18","3,056.03","3,779.07","3,897.60","4,469.87"
,Mongolia,Millions,,"2,839.24","2,779.93","3,239.31","4,049.33","3,814.10",...
,Montenegro,Millions,,"1,015.96","1,202.49","1,529.18","2,134.82","1,981.68","2,040.83"
,Montserrat,Millions,,47.58,50.09,56.51,72.38,40.34,33.47
,Morocco,Millions,,"25,268.15","23,549.73","25,329.86","34,653.01","34,354.12","31,025.61"
,"Mozambique, Rep. of",Millions,,"3,179.31","2,925.70","3,697.23","3,836.11","3,550.53","2,709.34"
,Myanmar,Millions,,"4,910.97","5,346.89","5,468.34","7,228.12",...,...
,Namibia,Millions,,"2,432.22","2,149.81","2,049.13","2,171.06","2,763.92","2,803.46"
,Nepal,Millions,,"9,167.12","8,070.41","8,398.19","11,076.69","9,193.55",...
,"Netherlands, The",Millions,,"12,892.61","13,194.71","13,330.66","16,733.75","28,629.84","27,665.67"
,New Zealand,Millions,,"20,683.74","17,656.59","17,813.50","13,733.29","16,113.75","14,399.55"
,Nicaragua,Millions,,"2,757.79","2,261.14","2,397.44","3,211.90","4,046.56","4,404.43"
,Nigeria,Millions,,"39,608.53","42,838.87","38,335.89","36,729.57",...,...
,"North Macedonia, Republic of",Millions,,"2,514.73","3,000.06","3,312.73","3,707.34","3,726.10","3,718.64"
,Norway,Millions,,"65,923.86","63,145.47","66,946.04","75,258.81","84,270.94","72,077.38"
,Oman,Millions,,"16,087.97","17,387.55","16,660.78","15,006.14","19,729.71","17,496.55"
,Pakistan,Millions,,"15,764.80","9,174.68","13,421.20","14,591.66","19,028.41","6,159.30"
,Panama,Millions,,"2,703.34","2,121.30","3,423.48","9,613.85",...,...
,Papua New Guinea,Millions,,"1,680.27","2,158.65","2,243.00",...,...,...
,Paraguay,Millions,,"7,536.01","7,360.27","7,316.17","8,704.25","9,181.77","9,041.41"
,Peru,Millions,,"62,373.90","58,904.35","66,013.56","72,670.88",...,...
,Philippines,Millions,,"73,228.47","71,039.87","79,823.66","98,512.08","99,461.67","86,850.19"
,"Poland, Rep. of",Millions,,"108,975.25","111,656.12","117,196.23","140,316.30","152,521.86","153,339.78"
,Portugal,Millions,,"10,152.74","9,158.61","6,271.49","6,199.28","10,147.89","9,939.67"
,Qatar,Millions,,"13,769.78","29,070.40","37,651.27","37,524.56","38,892.97","42,041.59"
,Romania,Millions,,"40,106.77","37,856.04","36,931.44","45,888.85","45,821.02","49,772.08"
,Russian Federation,Millions,,"356,084.02","381,575.04","443,970.00","457,017.57","497,554.42",...
,Rwanda,Millions,,"1,178.77","1,355.06","1,464.87","1,806.07","1,894.96","1,749.37"
,Samoa,Millions,,123.66,162.56,177.24,277.06,294.68,321.16
,"San Marino, Rep. of",Millions,,359.15,338.92,473.07,781.67,954.38,...
,"São Tomé and Príncipe, Dem. Rep. of",Millions,,58.95,43.68,47.15,75.29,75.02,...
,Saudi Arabia,Millions,,"495,990.43","496,156.10","499,143.23","453,208.23","454,984.33","459,406.94"
,"Serbia, Rep. of",Millions,,"11,099.32","12,032.95","13,496.36","14,419.19","16,431.44","18,438.01"
,Seychelles,Millions,,545.20,549.52,580.55,559.68,702.58,638.96
,Sierra Leone,Millions,,549.12,501.21,530.14,707.70,945.91,...
,Singapore,Millions,,"279,689.81","287,465.99","279,239.62","362,088.24","416,101.08","287,670.29"
,Slovak Rep.,Millions,,"2,299.75","3,923.30","5,616.83","7,416.68","7,754.85","8,433.48"
,"Slovenia, Rep. of",Millions,,757.55,802.36,860.08,"1,118.22","2,081.34","2,083.09"
,Solomon Islands,Millions,,543.06,586.30,535.02,661.00,684.50,...
,South Africa,Millions,,"45,499.29","46,478.27","48,919.73","47,387.36","50,262.15","53,247.53"
,"South Sudan, Rep. of",Millions,,33.82,36.40,378.28,183.61,...,...
,Spain,Millions,,"57,662.98","59,030.41","60,943.71","64,167.57","75,723.90","76,497.87"
,Sri Lanka,Millions,,"7,030.56","6,100.10","6,689.82","5,256.67","2,962.48",...
,St. Kitts and Nevis,Millions,,365.10,363.22,362.80,373.50,337.53,293.98
,St. Lucia,Millions,,321.77,285.82,260.87,231.36,433.12,389.08
,St. Vincent and the Grenadines,Millions,,182.05,169.56,193.36,205.20,311.90,320.19
,Sudan,Millions,,177.93,...,...,...,...,...
,Suriname,Millions,,385.46,524.02,566.58,496.00,906.66,"1,109.37"
,Sweden,Millions,,"56,951.03","55,385.72","49,353.66","50,616.52","54,696.32","56,963.27"
,Switzerland,Millions,,"767,679.61","744,166.80","804,004.45","1,020,171.63","1,048,962.98","863,027.97"
,Taiwan Province of China,Millions,,"451,500.00","461,784.00","478,126.00","529,911.00","548,408.00","554,932.00"
,"Tajikistan, Rep. of",Millions,,641.77,366.79,519.59,"1,394.59","2,382.72","3,354.51"
,"Tanzania, United Rep. of",Millions,,"5,887.87","5,049.65",...,...,...,...
,Thailand,Millions,,"196,120.62","199,296.46","216,816.66","248,743.48","231,737.46","202,273.58"
,"Timor-Leste, Dem. Rep. of",Millions,,544.43,673.90,656.22,656.52,934.78,...
,Tonga,Millions,,198.52,215.15,218.45,298.95,361.81,375.56
,Trinidad and Tobago,Millions,,"8,289.17","7,495.23","6,834.00","6,835.74","6,765.93","6,719.18"
,Tunisia,Millions,,"5,861.35","5,381.97","7,587.97","9,394.59","8,445.14","7,695.61"
,"Türkiye, Rep of",Millions,,"84,115.05","72,866.83","78,532.27","49,958.26","71,046.32",...
,Uganda,Millions,,"3,720.86","3,358.51",...,...,...,...
,Ukraine,Millions,,"17,747.80","19,818.21","24,083.37","27,549.02","29,383.19","26,929.19"
,United Arab Emirates,Millions,,"95,059.91","99,194.48","107,258.08","103,199.23","127,872.97","134,064.45"
,United Kingdom,Millions,,"137,923.73","159,871.95","158,375.69","161,188.41","176,024.00","158,329.89"
,United States,Millions,,"112,251.91","114,756.99","118,437.72","133,849.10","240,197.34","232,716.64"
,Uruguay,Millions,,"15,955.05","15,552.28","14,499.00","16,244.16","16,956.81","15,120.87"
,"Uzbekistan, Rep. of",Millions,,"14,042.81","12,440.66","12,842.93","14,687.25","14,189.48","12,702.74"
,Vanuatu,Millions,,395.10,420.59,511.55,613.64,664.75,...
,"Venezuela, Rep. Bolivariana de",Millions,,"3,034.37",...,...,...,...,...
,Vietnam,Millions,,"49,075.57","55,452.62","78,334.84","94,833.62","109,371.35",...
,West Bank and Gaza,Millions,,446.35,537.85,658.35,697.07,872.54,896.90
,"Yemen, Rep. of",Millions,,704.39,"2,333.66","1,413.93",946.05,...,...
,Zambia,Millions,,"2,082.08","1,569.23","1,448.62","1,203.45","2,753.88","2,967.57"
,Zimbabwe,Millions,,292.10,86.43,150.63,31.94,836.73,528.71
,Advanced Economies,Millions,,"4,822,093.35","4,852,344.48","5,018,887.66","5,635,428.32","6,148,274.59","5,464,879.07"
,All Countries and International Organizations,Millions,,"11,797,903.50","11,793,105.91","12,195,293.90","13,122,495.20","13,943,974.47","12,956,529.40"
,Eastern Caribbean Currency Union (ECCU),Millions,,"1,773.25","1,749.57","1,717.78","1,765.88","2,068.39","1,972.32"
,Emerging and Developing Asia,Millions,,"4,173,431.87","4,087,725.05","4,247,636.29","4,568,645.96","4,705,236.78","4,412,515.66"
,Emerging and Developing Countries,Millions,,"6,975,810.15","6,940,761.43","7,176,406.23","7,487,066.88","7,795,699.89","7,491,650.33"
,Emerging and Developing Europe,Millions,,"695,094.28","716,732.03","796,975.97","838,276.72","918,433.05","924,585.86"
,Middle East and Central Asia,Millions,,"1,091,723.41","1,111,248.13","1,121,209.10","1,040,050.04","1,081,537.40","1,119,574.16"
,Sub-Saharan Africa,Millions,,"175,733.70","176,975.06","180,184.02","173,188.11","192,411.40","189,269.44"
,West African Economic and Monetary Union (WAEMU),Millions,,"11,651.98","13,400.41","15,836.46","19,343.43","21,609.65","15,825.56"
,Western Hemisphere,Millions,,"839,826.88","848,081.16","830,400.85","866,906.05","898,081.25","845,705.21"
,World,Millions,,"11,797,903.50","11,793,105.91","12,195,293.90","13,122,495.20","13,943,974.47","12,956,529.40"
